ID	Protein description	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Tat/SPII)	PILIN(Sec/SPIII)	CS Position	percent_identity	alignment_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score	target_name	target_accession	query_accession	full_evalue	full_score	full_bias	best1_evalue	best1_score	best1_bias	exp	reg	clu	ov	env	dom	rep	inc	description	virulence_literature	T3E_secreted_evidence	species_source	final_rank_score	rank_percentile
WP_115877399.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	9.3e-37	126.9	0.0	1.3e-36	126.4	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	795.9	0.42625
WP_129215537.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	9.5e-37	126.9	0.0	1.5e-36	126.3	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	795.9	0.42625
WP_041182722.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	9.7e-37	126.8	0.0	1.5e-36	126.3	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	795.8	0.435
WP_109181928.1	MULTISPECIES: IS1595-like element ISXo5 family transposase [Gammaproteobacteria]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	1e-36	126.8	0.0	1.5e-36	126.3	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	795.8	0.435
WP_109181970.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	1e-36	126.8	0.0	1.5e-36	126.3	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	795.8	0.435
WP_115877336.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	9.6e-37	126.8	0.0	1.5e-36	126.3	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	795.8	0.435
WP_115877379.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	9.8e-37	126.8	0.0	1.5e-36	126.3	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	795.8	0.435
WP_041182661.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	1e-36	126.7	0.0	1.5e-36	126.2	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	795.7	0.4425
WP_115877339.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	1.8e-36	126.0	0.0	2.6e-36	125.5	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	795.0	0.44625
WP_129215623.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	1.8e-36	126.0	0.0	2.6e-36	125.4	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	795.0	0.44625
WP_115877400.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	1.8e-36	125.9	0.0	2.6e-36	125.4	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	794.9	0.45
WP_109182027.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	1e-36	126.8	0.0	1.5e-36	126.3	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	794.8	0.455
WP_115840174.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	1e-36	126.8	0.0	1.5e-36	126.3	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	794.8	0.455
WP_129215594.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	1e-36	126.8	0.0	1.5e-36	126.3	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	794.8	0.455
WP_115801893.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	2.3e-36	125.6	0.0	3.3e-36	125.1	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	794.6	0.46
WP_129215645.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	5.2e-36	124.5	0.0	7.5e-36	123.9	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	793.5	0.46375
WP_129215656.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	2.6e-36	125.5	0.0	3.7e-36	125.0	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	793.5	0.46375
WP_129215657.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	2.8e-36	125.4	0.0	4e-36	124.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	793.4	0.4675
WP_041182581.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	2.9e-36	125.3	0.0	4.200000000000001e-36	124.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	793.3	0.47125
WP_041182811.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	2.8e-36	125.3	0.0	4e-36	124.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	793.3	0.47125
WP_041182780.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	1.4e-35	123.0	0.0	2.1e-35	122.5	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	792.0	0.475
WP_129215613.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	7.7e-36	123.9	0.0	1.1e-35	123.4	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	791.9	0.4775
WP_041182741.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	2.2e-35	122.4	0.0	3.2e-35	121.9	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	791.4	0.48
WP_129215542.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	2.8e-35	122.1	0.0	4.3e-35	121.5	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	790.1	0.4825
WP_109182067.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	4.1e-34	118.3	0.0	5.9e-34	117.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	787.3	0.48625
WP_115877372.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	4.1e-34	118.3	0.0	5.9e-34	117.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	787.3	0.48625
WP_115877377.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	4.0000000000000006e-34	118.4	0.0	5.9e-34	117.8	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	786.4	0.49
WP_109182013.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	4.1e-34	118.3	0.0	5.9e-34	117.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	786.3	0.49375
WP_129215592.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	4.1e-34	118.3	0.0	5.9e-34	117.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	786.3	0.49375
WP_041182775.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	9.9e-34	117.1	0.0	1.4000000000000001e-33	116.6	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	786.1	0.4975
WP_115840195.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	667.0	DDE_Tnp_IS1595	PF12762.14	-	4.1e-34	118.3	0.0	5.9e-34	117.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	785.3	0.5
WP_012444101.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	328	0	0	1	328	1	328	0.0	669.0	Phage_GPD	PF05954.18	-	2.4e-33	116.1	0.1	3.7e-33	115.5	0.1	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phage	possible_virulence		xoo	785.1	0.5025
WP_129215641.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	666.0	DDE_Tnp_IS1595	PF12762.14	-	4.0000000000000006e-34	118.3	0.0	5.9e-34	117.8	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	784.3	0.505
WP_129215550.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	4e-33	115.1	0.0	6e-33	114.5	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	784.1	0.50875
WP_129215563.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	4e-33	115.1	0.0	5.7e-33	114.6	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	784.1	0.50875
WP_129215561.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	667.0	DDE_Tnp_IS1595	PF12762.14	-	4.1e-33	115.0	0.0	6e-33	114.5	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo	782.0	0.515
WP_011257024.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	326	0	0	1	326	1	326	0.0	672.0	DDE_Tnp_1	PF01609.28	-	3.1e-29	102.8	2.5	4.7e-29	102.2	2.5	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	774.8	0.5175
WP_012443641.1	IS5-like element ISXoo7 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	326	0	0	1	326	1	326	0.0	677.0	DDE_Tnp_1	PF01609.28	-	1.7000000000000002e-27	97.1	2.3	2.5e-27	96.5	2.3	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	774.1	0.52
WP_207209305.1	DUF6708 domain-containing protein [Xanthomonas oryzae]	OTHER	0.999916	7.4e-05	1e-06	0.0	0.0	4e-06		100.0	341	0	0	1	341	1	341	0.0	701.0	DUF6708	PF20455.4	-	1.5e-19	71.2	3.6	1.5e-18	67.9	3.6	2.1	1.0	1.0	0.0	1.0	1.0	1.0	1.0	Family			xoo	772.2	0.5225
WP_011257046.1	IS30 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	341	0	0	1	341	1	341	0.0	712.0	rve	PF00665.33	-	1.7e-06	28.8	0.0	4.2e-06	27.5	0.0	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Integrase			xoo	740.8	0.5275
WP_012445627.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	333	0	0	1	333	1	333	0.0	690.0	HTH_23	PF13384.13	-	1.5e-13	50.7	2.3	1.3e-11	44.5	0.4	2.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Homeodomain-like			xoo	740.7	0.53
WP_242505199.1	phospholipase effector Tle1 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	322	0	0	1	322	1	322	0.0	664.0	T6SS_Tle1-like_cat	PF09994.15	-	3.2e-15	56.8	0.0	9.1e-07	29.1	0.0	3.2	3.0	0.0	0.0	3.0	3.0	3.0	3.0	T6SS,	possible_virulence	T3E_or_secreted_candidate	xoo	720.8	0.535
WP_129215651.1	IS30-like element IS1112a family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	652.0	HTH_38	PF13936.13	-	8.8e-16	58.0	6.2	2.8e-15	56.3	1.9	2.6	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo	710.0	0.54
WP_011407237.1	IS30-like element IS1112a family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	651.0	HTH_38	PF13936.13	-	8.8e-16	58.0	6.2	2.8e-15	56.3	1.9	2.6	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo	709.0	0.5425
WP_041182615.1	IS30 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	649.0	HTH_38	PF13936.13	-	6e-16	58.5	5.7	3e-15	56.2	1.0	2.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo	707.5	0.5475
WP_041182821.1	IS30 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	649.0	HTH_38	PF13936.13	-	6.3e-16	58.4	5.7	3e-15	56.2	1.0	2.6	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo	707.4	0.55
WP_041182574.1	IS30 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	650.0	HTH_38	PF13936.13	-	2e-15	56.8	6.0	1e-14	54.6	1.0	2.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo	706.8	0.5525
WP_041182719.1	IS30-like element IS1112b family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	650.0	HTH_38	PF13936.13	-	2.1e-15	56.7	4.7	1e-14	54.6	1.0	2.6	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo	706.7	0.555
WP_129215614.1	IS30-like element IS1112 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	648.0	HTH_38	PF13936.13	-	6.5e-16	58.4	6.0	3e-15	56.2	1.0	2.6	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo	706.4	0.5575
WP_041182856.1	IS30-like element IS1112 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	648.0	HTH_38	PF13936.13	-	1.7e-15	57.1	6.6	1e-14	54.6	1.0	2.7	2.0	0.0	0.0	2.0	2.0	2.0	2.0	Helix-turn-helix			xoo	705.1	0.56
WP_011259047.1	hypothetical protein [Xanthomonas oryzae]	SP	0.000445	0.998803	0.000215	0.000196	0.00016	0.00015	CS pos: 34-35. Pr: 0.9626	100.0	337	0	0	1	337	1	337	0.0	701.0																					xoo	701.0	0.5625
WP_041182785.1	IS30 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	320	0	0	1	320	1	320	0.0	664.0	rve	PF00665.33	-	1e-06	29.5	0.0	2.5e-06	28.2	0.0	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Integrase			xoo	693.5	0.565
WP_129215660.1	IS30 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	307	0	0	1	307	1	307	0.0	627.0	HTH_38	PF13936.13	-	2.4e-12	47.0	3.0	5.2e-11	42.7	0.1	2.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo	674.0	0.57
WP_027704088.1	DUF4123 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	309	0	0	1	309	1	309	0.0	627.0	DUF4123	PF13503.12	-	2.2e-10	41.4	1.0	4.9e-10	40.2	0.3	1.9	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Domain			xoo	668.4	0.575
WP_129215560.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	551.0	DDE_Tnp_1	PF01609.28	-	2.4e-31	109.6	0.1	3.8e-31	109.0	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	660.6	0.5825
WP_109182023.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.3999999999999997e-31	109.2	0.1	5.3e-31	108.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	659.2	0.585
WP_094187728.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.5e-31	109.1	0.1	5.5e-31	108.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	659.1	0.59625
WP_094187763.1	MULTISPECIES: IS5 family transposase [Gammaproteobacteria]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	551.0	DDE_Tnp_1	PF01609.28	-	7.1e-31	108.1	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	659.1	0.59625
WP_094187777.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.5e-31	109.1	0.1	5.5e-31	108.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	659.1	0.59625
WP_099051298.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	551.0	DDE_Tnp_1	PF01609.28	-	7.0000000000000015e-31	108.1	0.2	1.1000000000000001e-30	107.5	0.1	1.4	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Transposase			xoo	659.1	0.59625
WP_099051302.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.5e-31	109.1	0.1	5.5e-31	108.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	659.1	0.59625
WP_129215567.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.5e-31	109.1	0.1	5.5e-31	108.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	659.1	0.59625
WP_129215568.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.5e-31	109.1	0.1	5.5e-31	108.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	659.1	0.59625
WP_129215648.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.5e-31	109.1	0.1	5.5e-31	108.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	659.1	0.59625
WP_129215593.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	4.899999999999999e-31	108.6	0.1	7.6e-31	108.0	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	658.6	0.6075
WP_099051311.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	551.0	DDE_Tnp_1	PF01609.28	-	1.2e-30	107.3	0.2	1.9e-30	106.7	0.1	1.3	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Transposase			xoo	658.3	0.61
WP_099051275.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	6.8999999999999995e-31	108.2	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	658.2	0.6125
WP_094187731.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	7.1e-31	108.1	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	658.1	0.61875
WP_094187753.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	7.0000000000000015e-31	108.1	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	658.1	0.61875
WP_094187758.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	7.0000000000000015e-31	108.1	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	658.1	0.61875
