ID	Protein description	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Tat/SPII)	PILIN(Sec/SPIII)	CS Position	percent_identity	alignment_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score	target_name	target_accession	query_accession	full_evalue	full_score	full_bias	best1_evalue	best1_score	best1_bias	expected	regions	clusters	overlap count	envelope count	domains	repeats	inclusion	description
WP_230455220.1	hypothetical protein [Xanthomonas oryzae]	OTHER	0.99981	0.000043	0.000145	0	0	0.000004	NA	100	48	0	0	1	48	1	48	1.06E-31	97.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_230455427.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1	0.000001	0	0	0	0	NA	100	96	0	0	1	96	1	96	4.83E-68	193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_230455573.1	transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	118	0	0	1	118	1	118	4.89E-88	245	DUF4096	PF13340.12	-	1.2E-20	74.2	1.8	1.6E-20	73.7	1.3	1.4	1	1	0	1	1	1	1	Putative
WP_235428178.1	DUF4276 family protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	182	0	0	1	182	1	182	2.78E-134	367	DUF4276	PF14103.12	-	1E-10	42.8	0	1.1E-10	42.6	0	1.1	1	0	0	1	1	1	1	Domain
WP_242505180.1	RHS repeat-associated core domain-containing protein [Xanthomonas oryzae]	SP	0.012564	0.70818	0.030636	0.240957	0.007229	0.000415	CS pos: 32-33. Pr: 0.6780	100	1760	0	0	1	1760	1	1760	0	3564	RHS_repeat	PF05593.20	-	3.4E-55	184	117.1	0.0000011	29.4	1.5	20	13	3	9	22	22	22	17	RHS
WP_242505189.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	991	0	0	1	991	1	991	0	1974	Phage_GPD	PF05954.18	-	1.3E-66	225.4	2.5	2.5E-66	224.5	2.5	1.5	1	0	0	1	1	1	1	Phage
WP_242505191.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	0.999712	0.000317	0.000006	0.000001	0	0.000001	NA	100	737	0	0	1	737	1	737	0	1486	DUF2345	PF10106.15	-	3.4E-47	160.7	4.3	3.4E-47	160.7	4.3	2.9	3	0	0	3	3	3	1	Uncharacterized
WP_242505195.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	499	0	0	1	499	1	499	0	1017	Phage_GPD	PF05954.18	-	1E-67	229	4.2	1.4E-67	228.6	4.2	1.1	1	0	0	1	1	1	1	Phage
WP_242505196.1	DUF2345 domain-containing protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	412	0	0	1	412	1	412	0	820	DUF2345	PF10106.15	-	6.7E-40	137	11.5	6.7E-40	137	11.5	2.1	2	0	0	2	2	2	1	Uncharacterized
WP_242505199.1	phospholipase effector Tle1 domain-containing protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	322	0	0	1	322	1	322	0	664	T6SS_Tle1-like_cat	PF09994.15	-	3.2E-15	56.8	0	0.00000091	29.1	0	3.2	3	0	0	3	3	3	3	T6SS,
WP_242505200.1	DUF3304 domain-containing protein [Xanthomonas oryzae]	LIPO	0.000993	0.027284	0.971575	0.000135	0.000034	0.00001	CS pos: 33-34. Pr: 0.9938	100	196	0	0	1	196	1	196	6.86E-148	403	DUF3304	PF11745.14	-	1.7E-21	77	0	2.4E-21	76.6	0	1.2	1	0	0	1	1	1	1	Protein
WP_242505202.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1	0.000029	0.000001	0	0	0	NA	100	587	0	0	1	587	1	587	0	1150	DUF2345	PF10106.15	-	1.9E-29	103.1	6	1.9E-29	103.1	6	2.9	3	0	0	3	3	3	1	Uncharacterized
WP_242505203.1	DUF4123 domain-containing protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	281	0	0	1	281	1	281	0	563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_242505206.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	459	0	0	1	459	1	459	0	944	DDE_5	PF13546.13	-	8.3E-85	285.2	10	1.4E-84	284.4	10	1.4	1	0	0	1	1	1	1	DDE
WP_242505211.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0.000002	0	0	0	0	NA	99.761	419	1	0	1	419	21	439	0	863	DDE_5	PF13546.13	-	3.9E-84	283	9.7	6.1E-84	282.4	9.7	1.3	1	0	0	1	1	1	1	DDE
WP_242505214.1	transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	293	0	0	1	293	1	293	0	600	DUF772	PF05598.17	-	4.7E-13	50.1	0	8.5E-13	49.2	0	1.5	1	0	0	1	1	1	1	Transposase
WP_258535338.1	hypothetical protein [Xanthomonas oryzae]	OTHER	0.99988	0.000005	0.000099	0.000002	0	0.000017	NA	100	40	0	0	1	40	1	40	1.15E-26	84.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_277984846.1	hypothetical protein [Xanthomonas oryzae]	SP	0.445553	0.553153	0.000593	0.000254	0.000218	0.000232	CS pos: 21-22. Pr: 0.4374	100	135	0	0	1	135	1	135	4.54E-98	272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_282208841.1	DUF6708 domain-containing protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	279	0	0	1	279	1	279	0	575	DUF6708	PF20455.4	-	1E-20	75	1.5	1.4E-19	71.3	1.5	2	1	1	0	1	1	1	1	Family
WP_340638649.1	DUF6714 family protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	162	0	0	1	162	1	162	1.45E-117	323	DUF6714	PF20461.4	-	0.0000024	28.2	0.8	0.0000029	28	0.1	1.5	2	0	0	2	2	2	1	Family
WP_370528275.1	putative type VI secretion system effector [Xanthomonas oryzae]	OTHER	0.999948	0.000087	0	0	0	0	NA	100	244	0	0	1	244	1	244	0	499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_370528307.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	249	0	0	1	249	1	249	0	514	DDE_Tnp_1	PF01609.28	-	7E-31	108.1	0.1	9.2E-31	107.7	0.1	1.2	1	0	0	1	1	1	1	Transposase
WP_372469676.1	DUF6714 family protein [Xanthomonas oryzae]	OTHER	1	0.000003	0	0	0	0	NA	100	195	0	0	1	195	1	195	1.18E-143	392	DUF6714	PF20461.4	-	0.0000022	28.3	0.1	0.0000041	27.5	0.1	1.4	1	0	0	1	1	1	1	Family
WP_372469755.1	putative type VI secretion system effector [Xanthomonas oryzae]	OTHER	0.999708	0.000287	0.000004	0.000001	0	0.000001	NA	100	247	0	0	1	247	1	247	0	504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_425512733.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	343	0	0	1	343	1	343	0	693	DDE_3	PF13358.13	-	1.5E-30	106.5	0	2.2E-30	106	0	1.2	1	0	0	1	1	1	1	DDE
